2.5,8.60205999132796,126.1188,26.0,1.0,0.230310779878219,5.50408,0.0,0.0,0.0,2.51614156635586,0.0,0.469125571668507,0.0,0.0,9.96894807513101,6.59300945471691,-0.436064912543642,3.96894807513101,0.50219,28.2779319532237,0.546
7.5,8.1249387366083,131.942,28.0,1.0,0.230310779878219,6.28428,0.0,0.0,0.0,2.52124360717219,0.0,0.449125571668507,0.0,0.0,10.058948075131,6.67464210777813,-0.476881239074254,4.05894807513101,0.49715,31.0767480441416,0.546
3.1,8.50863830616573,139.9304,27.0,2.0,0.174055175658636,6.11878,0.0,0.0,0.0,2.4844480437058,0.0,0.516533808398307,0.0,0.0,9.97750800836356,6.50275080959219,-0.401857146103732,3.97750800836356,0.51167,30.9010635919051,1.089
3.9,8.4089353929735,133.4822,28.0,1.0,0.123272692346871,6.28428,0.0,0.0,0.0,2.51977360411128,0.0,0.456486108858589,0.0,0.0,10.025028463898,6.62214210777813,-0.452506239074254,4.02502846389809,0.49715,30.5700011497603,0.546
7.4,8.13076828026902,143.1903,28.0,2.0,0.123272692346871,5.55658,0.0,0.0,0.0,2.5042173664946,0.0,0.473631314067242,0.0,0.0,9.99334222014745,6.55281033340172,-0.414507018552712,3.99334222014745,0.49715,30.5700011497603,0.546
490.0,6.30980391997149,134.7554,26.0,2.0,0.174055175658636,4.74048,0.0,0.0,0.0,2.49542310039514,0.0,0.485712951991006,0.0,4.19310964322886,9.96417467503023,6.51460242523845,-0.391653064471079,3.96417467503023,0.50996,28.2779319532237,0.546
1.0,9.0,142.3273,30.0,6.0,0.264010045363804,5.63228,0.0,0.0,2.21165136548263,2.50541908754394,0.0,0.500353725253939,0.0,0.0,10.125100468253,6.1778218018153,-0.265019681196629,4.12510046825304,0.49176,37.8037194278054,1.089
35.0,7.45593195564972,129.4149,25.0,1.0,0.154126316347127,4.91928,0.0,0.0,0.0,2.4901084745448,0.0,0.499931701991006,0.0,0.0,9.91073717503023,6.4443983436058,-0.356551023654753,3.91073717503023,0.51802,26.1030647521474,0.546
4.3,8.36653154442041,110.8989,23.0,6.0,0.264010045363804,4.76758,0.0,0.0,2.2017006802721,0.0,0.0,0.531414483033801,0.0,0.0,9.93209341143865,0.0,0.152922453703703,3.93209341143865,0.48307,33.3082377091945,1.089
91.0,7.04095860767891,112.3889,23.0,6.0,0.28320836825027,3.64578,0.0,0.0,1.78086734693877,0.0,13.5559884416729,0.545399822539974,0.0,0.0,9.89404069035021,0.0,-0.0252310484378937,6.55598844167296,0.52732,34.1117722005128,1.089
172.0,6.76447155309245,143.8173,30.0,6.0,0.28320836825027,4.51048,0.0,0.0,1.7908180321493,2.38902891264682,14.0403573654249,0.514339064760111,0.0,0.0,10.0870477471646,5.99787471186821,-0.236028751491414,7.16555832560296,0.5245,39.2470178165072,1.089
35.0,7.45593195564972,110.8989,23.0,6.0,0.264010045363804,4.76758,0.0,0.0,2.17629629629629,0.0,0.0,0.480937736205593,0.0,0.0,9.97205141933316,0.0,0.155381944444444,3.97205141933316,0.48307,33.197541352771,1.089
11.0,7.95860731484177,127.716,25.0,1.0,0.718386229610453,5.35998,0.0,0.0,0.0,2.50396866738226,0.0,0.478191929693198,2.31702359751747,0.0,9.90641264429201,6.50710667693913,-0.420509356988086,3.90641264429201,0.49956,18.6191408727674,0.546
2.6,8.58502665202918,129.0304,27.0,1.0,0.230310779878219,5.89418,0.0,0.0,0.0,2.51869258676402,0.0,0.459125571668507,0.0,0.0,10.013948075131,6.63382578124752,-0.456473075808948,4.01394807513101,0.49958,29.6768937282106,0.546
542.0,6.26600071346161,134.7554,26.0,2.0,0.174055175658636,4.74048,0.0,0.0,0.0,2.49460798144815,0.0,0.486885791497179,0.0,4.35299445808711,9.96182899601789,6.50723281072598,-0.387968257214843,3.96182899601788,0.50996,27.9486977663575,0.546
3.0,8.52287874528034,127.3088,25.0,1.0,0.123272692346871,5.35998,0.0,0.0,0.0,2.50653218130941,0.0,0.484750571668507,2.29232911007926,0.0,9.88549270224112,6.48148167693913,-0.396064912543641,3.88549270224111,0.49956,22.6986935184942,0.546
2.7,8.56863623584101,144.795799999999,28.0,2.0,0.123272692346871,6.32988,0.0,0.0,0.0,2.49007384797608,0.0,0.529241055766146,0.0,0.0,9.99609704108409,6.52715446920419,-0.414507018552712,3.99609704108409,0.50884,31.9963039174467,1.089
7.0,8.15490195998574,122.857,24.0,1.0,0.348161910075977,4.96988,0.0,0.0,0.0,2.5032799621481,0.0,0.493816929693198,2.29619026418414,0.0,9.8422119640199,6.4418983436058,-0.380509356988086,3.8422119640199,0.50231,20.5076762396815,0.546
366.0,6.43651891460559,112.3889,23.0,6.0,0.28320836825027,3.64578,0.0,0.0,1.75546296296296,0.0,13.5608621504157,0.498954317838246,0.0,0.0,9.93399869824472,0.0,-0.0260508786848072,6.56086215041572,0.52732,33.7999108969698,1.089
8.8,8.05551732784983,135.589299999999,25.0,1.0,0.250351361212065,4.91928,0.0,0.0,0.0,2.50991300129377,0.0,0.481991887176191,0.0,0.0,9.95529736021541,6.55847241767987,-0.402476949580679,3.95529736021541,0.51126,26.1030647521474,0.546
3.0,8.52287874528034,130.5706,27.0,1.0,0.123272692346871,5.89418,0.0,0.0,0.0,2.51755138188905,0.0,0.464750571668507,0.0,0.0,9.98783838125346,6.59089210777813,-0.436881239074254,3.98783838125346,0.49958,29.3738586216194,0.546
1.8,8.74472749489669,144.7399,28.0,4.0,0.188145650272118,5.49487,0.0,0.0,0.0,2.44446340856514,13.693968476536,0.527696699023602,0.0,0.0,9.99674695394179,5.93412007734189,-0.176472232493707,6.69396847653601,0.51399,33.6859406368506,1.089
2.3,8.63827216398241,144.0948,28.0,3.0,0.174055175658636,5.91708,0.0,0.0,0.0,2.50002360585111,0.0,0.513287173639375,0.0,0.0,9.98860781279816,6.51869438025729,-0.410262815733803,3.98860781279816,0.50884,31.2852551819987,1.089
1.4,8.85387196432176,133.5566,25.0,4.0,0.208075866530624,5.44807,0.286412598796829,0.485345410137184,2.27200990503972,0.0,0.0,0.519604899404162,0.0,0.0,9.95445808294855,6.5106246850592,-0.404892723293021,3.95445808294855,0.50502,35.3140400558931,1.41
1.0,9.0,138.1712,25.0,2.0,0.211322975283632,5.00588,0.0,0.0,0.0,2.36639248815024,0.0,0.515955470574445,2.17446805029555,0.0,9.97294907023761,6.52903115818565,-0.411961395286611,3.97294907023761,0.51022,31.3853186276058,1.089
0.7,9.15490195998574,110.358899999999,22.0,1.0,0.168633613509522,5.48858,0.0,0.0,0.0,2.59463873818581,0.0,0.526102022154979,0.0,0.0,9.8729488001954,6.4347227733686,-0.386546831695641,3.8729488001954,0.50859,23.4401063020279,1.089
