2.5,8.60205999132796
7.5,8.1249387366083
3.1,8.50863830616573
3.9,8.4089353929735
7.4,8.13076828026902
490.0,6.30980391997149
1.0,9.0
35.0,7.45593195564972
4.3,8.36653154442041
91.0,7.04095860767891
172.0,6.76447155309245
35.0,7.45593195564972
11.0,7.95860731484177
2.6,8.58502665202918
542.0,6.26600071346161
3.0,8.52287874528034
2.7,8.56863623584101
7.0,8.15490195998574
366.0,6.43651891460559
8.8,8.05551732784983
3.0,8.52287874528034
1.8,8.74472749489669
2.3,8.63827216398241
1.4,8.85387196432176
1.0,9.0
1.4,8.85387196432176
3.6,8.44369749923271
1.7,8.76955107862173
1.0,9.0
4.4,8.35654732351381
155.0,6.80966830182971
3.6,8.44369749923271
1.3,8.88605664769316
32.0,7.49485002168009
39.0,7.4089353929735
397.0,6.40120949323688
46.0,7.33724216831843
94.0,7.0268721464003
33.0,7.48148606012211
6.0,8.22184874961636
9.0,8.04575749056067
18.0,7.74472749489669
1.0,9.0
21.0,7.67778070526608
15.0,7.82390874094432
4.0,8.39794000867204
5.0,8.30102999566398
4.0,8.39794000867204
4.0,8.39794000867204
110.0,6.95860731484177
240.0,6.61978875828839
565.0,6.24795155218056
150.0,6.82390874094432
30.0,7.52287874528034
80.0,7.09691001300806
2281.0,5.64187471472335
9.0,8.04575749056067
150.0,6.82390874094432
500.0,6.30102999566398
15.0,7.82390874094432
500.0,6.30102999566398
30.0,7.52287874528034
50.0,7.30102999566398
7.0,8.15490195998574
65.0,7.18708664335714
14.0,7.85387196432176
23.0,7.63827216398241
25.0,7.60205999132796
20000.0,4.69897000433602
1300.0,5.88605664769316
6300.0,5.20065945054642
2700.0,5.56863623584101
1100.0,5.95860731484177
24.8,7.60554831917378
160.0,6.79588001734407
50.0,7.30102999566398
5.9,8.22914798835786
5.6,8.2518119729938
8.0,8.09691001300806
120.0,6.92081875395237
9.2,8.03621217265444
53.1,7.27490547891853
6.7,8.17392519729917
562.0,6.25026368443094
20.1,7.69680394257951
29.8,7.52578373592374
28.0,7.55284196865778
165.0,6.78251605578609
